word,control_count,control_share,max_anchor_system,max_anchor_count,max_anchor_share,control_vs_max_anchor_ratio,share_gap,scenarios_control_present,scenario_win_count,scenario_term
recency,70,0.000274,HYBRID_3_5,140,0.000491,0.557243,-0.000217,1,0,False
might,63,0.000246,HYBRID_3_5,126,0.000442,0.557243,-0.000196,3,0,False
adds,56,0.000219,HYBRID_3_5,112,0.000393,0.557243,-0.000174,1,0,False
stance,56,0.000219,HYBRID_3_5,112,0.000393,0.557243,-0.000174,3,0,False
type,49,0.000191,HYBRID_3_5,98,0.000344,0.557243,-0.000152,2,0,False
distortion,35,0.000137,HYBRID_3_5,70,0.000245,0.557243,-0.000109,1,0,False
category,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,2,0,False
hazards,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,1,0,False
imply,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,3,0,False
innovation,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,2,0,False
interest,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,2,0,False
noise,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,1,0,False
retirement,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,1,0,False
spending,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,1,0,False
tailor,21,0.000082,HYBRID_3_5,42,0.000147,0.557243,-0.000065,2,0,False
acceptably,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,0,False
among,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,0,False
analytics,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
arrive,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
fake,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
flows,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
holiday,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
honor,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
hospitals,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
id,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
interpretation,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,0,False
interrogation,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
kills,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,0,False
loading,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
offered,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
revert,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,0,False
spec,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,0,False
stakeholders,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
unavailable,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
workarounds,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,2,0,False
worry,14,0.000055,HYBRID_3_5,28,0.000098,0.557243,-0.000043,1,0,False
agrees,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
aiding,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
algorithms,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
avoidant,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
biases,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
blowups,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
camps,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
canonizing,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
clearest,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
coexist,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
concept,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
corrected,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
cynical,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,True
deadlines,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
deception,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
deepen,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
defending,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
degrades,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
deserves,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
discomfort,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
donor,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
doubles,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
drivers,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
effects,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
emotion,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
encryption,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
fetch,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
frontmatter,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
geography,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
git,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
haircut,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
hates,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
heartbreak,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
illustrative,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
implementations,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
indicates,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
intensity,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
interpret,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
interpreted,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
isolate,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
likes,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
listen,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
logistical,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
logistically,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
midlife,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
misunderstanding,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
n_,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
naivety,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
noticeable,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
paperwork,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
phenomenon,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
pieces,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
prod,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
provably,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
recognition,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
regarding,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
reinforces,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
renewed,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
replicated,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
repos,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
reproduce,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
respecting,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
reward,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
sections,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
ships,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
shopping,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
sibling,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
subtract,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
superior,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
surgeries,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
taxes,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
threatening,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
undermines,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
wisely,7,0.000027,HYBRID_3_5,14,0.000049,0.557243,-0.000022,1,0,False
operating,182,0.000711,AC15P,406,0.001293,0.550237,-0.000581,2,0,False
become,196,0.000766,AC15,427,0.001401,0.546723,-0.000635,4,0,False
end,112,0.000438,AC15P,252,0.000802,0.545534,-0.000365,3,0,False
crisis,28,0.000109,AC15P,63,0.000201,0.545534,-0.000091,1,0,False
dependencies,28,0.000109,AC15P,63,0.000201,0.545534,-0.000091,2,0,False
shifting,28,0.000109,AC15P,63,0.000201,0.545534,-0.000091,1,0,False
cannot,133,0.000520,HYBRID_3_5,273,0.000957,0.542955,-0.000437,3,0,False
acceptance,266,0.001039,HYBRID_SEMANTIC,574,0.001916,0.542424,-0.000877,3,0,False
enough,105,0.000410,AC15,231,0.000758,0.541398,-0.000348,4,0,False
net,70,0.000274,AC15,154,0.000505,0.541398,-0.000232,2,0,False
earlier,35,0.000137,AC15,77,0.000253,0.541398,-0.000116,4,0,False
continuum,77,0.000301,AC15P,175,0.000557,0.540079,-0.000256,1,0,True
validate,49,0.000191,AC15P,112,0.000357,0.537010,-0.000165,3,0,False
today,70,0.000274,AC15P,161,0.000513,0.533675,-0.000239,4,0,False
guaranteed,35,0.000137,HYBRID_SEMANTIC,77,0.000257,0.532043,-0.000120,4,0,False
either,91,0.000356,AC15P,210,0.000669,0.531896,-0.000313,4,0,False
accounts,28,0.000109,AC15,63,0.000207,0.529367,-0.000097,1,0,False
partners,28,0.000109,AC15,63,0.000207,0.529367,-0.000097,2,0,False
signs,28,0.000109,AC15,63,0.000207,0.529367,-0.000097,2,0,False
session,161,0.000629,HYBRID_SEMANTIC,357,0.001192,0.527870,-0.000563,1,0,True
potentially,42,0.000164,AC15P,98,0.000312,0.526051,-0.000148,3,0,False
satisfy,42,0.000164,AC15P,98,0.000312,0.526051,-0.000148,2,0,False
determines,21,0.000082,AC15P,49,0.000156,0.526051,-0.000074,2,0,False
disagreement,21,0.000082,AC15P,49,0.000156,0.526051,-0.000074,1,0,False
motives,21,0.000082,AC15P,49,0.000156,0.526051,-0.000074,1,0,False
observe,21,0.000082,AC15P,49,0.000156,0.526051,-0.000074,1,0,False
fair,56,0.000219,HYBRID_3_5,119,0.000417,0.524464,-0.000198,2,0,False
penalties,217,0.000848,AC15P,511,0.001627,0.521247,-0.000779,2,0,False
corridors,112,0.000438,HYBRID_SEMANTIC,252,0.000841,0.520220,-0.000404,2,0,False
helps,56,0.000219,HYBRID_SEMANTIC,126,0.000421,0.520220,-0.000202,3,0,False
works,56,0.000219,HYBRID_SEMANTIC,126,0.000421,0.520220,-0.000202,3,0,False
enforcement,28,0.000109,HYBRID_SEMANTIC,63,0.000210,0.520220,-0.000101,2,0,False
merged,28,0.000109,HYBRID_SEMANTIC,63,0.000210,0.520220,-0.000101,1,0,False
open,98,0.000383,HYBRID_3_5,210,0.000736,0.520093,-0.000353,4,0,False
g,168,0.000656,AC15,385,0.001263,0.519742,-0.000607,4,0,False
eap,161,0.000629,AC15,371,0.001217,0.516882,-0.000588,1,0,False
hover,112,0.000438,AC15P,266,0.000847,0.516822,-0.000409,1,0,True
scoped,56,0.000219,AC15P,133,0.000423,0.516822,-0.000205,2,0,False
cultural,42,0.000164,HYBRID_3_5,91,0.000319,0.514378,-0.000155,1,0,False
architect,175,0.000684,AC15,406,0.001332,0.513395,-0.000648,1,0,True
relocate,49,0.000191,HYBRID_SEMANTIC,112,0.000374,0.512091,-0.000182,1,0,False
avoidance,35,0.000137,AC15P,84,0.000267,0.511438,-0.000131,2,0,False
reason,35,0.000137,AC15P,84,0.000267,0.511438,-0.000131,3,0,False
basics,21,0.000082,AC15,49,0.000161,0.510461,-0.000079,1,0,False
outline,21,0.000082,AC15,49,0.000161,0.510461,-0.000079,2,0,False
repeat,21,0.000082,AC15,49,0.000161,0.510461,-0.000079,2,0,False
talking,21,0.000082,AC15,49,0.000161,0.510461,-0.000079,1,0,False
prem,112,0.000438,HYBRID_3_5,245,0.000859,0.509479,-0.000421,1,0,True
clarity,70,0.000274,HYBRID_SEMANTIC,161,0.000537,0.508911,-0.000264,2,0,False
during,161,0.000629,HYBRID_SEMANTIC,371,0.001239,0.507950,-0.000609,4,0,False
extend,35,0.000137,HYBRID_3_5,77,0.000270,0.506585,-0.000133,2,0,False
residency,35,0.000137,HYBRID_3_5,77,0.000270,0.506585,-0.000133,2,0,False
windows,35,0.000137,HYBRID_3_5,77,0.000270,0.506585,-0.000133,2,0,False
framing,49,0.000191,AC15P,119,0.000379,0.505421,-0.000187,4,0,False
launch,434,0.001696,HYBRID_SEMANTIC,1008,0.003365,0.503963,-0.001669,1,0,True
box,42,0.000164,HYBRID_SEMANTIC,98,0.000327,0.501640,-0.000163,1,0,False
hopes,21,0.000082,HYBRID_SEMANTIC,49,0.000164,0.501640,-0.000082,1,0,False
neutral,21,0.000082,HYBRID_SEMANTIC,49,0.000164,0.501640,-0.000082,3,0,False
promises,21,0.000082,HYBRID_SEMANTIC,49,0.000164,0.501640,-0.000082,2,0,False
referenced,21,0.000082,HYBRID_SEMANTIC,49,0.000164,0.501640,-0.000082,1,0,False
senior,21,0.000082,HYBRID_SEMANTIC,49,0.000164,0.501640,-0.000082,1,0,False
truck,21,0.000082,HYBRID_SEMANTIC,49,0.000164,0.501640,-0.000082,2,0,False
total,28,0.000109,HYBRID_3_5,63,0.000221,0.495327,-0.000111,1,0,False
uncertainties,28,0.000109,HYBRID_3_5,63,0.000221,0.495327,-0.000111,1,0,False
building,56,0.000219,HYBRID_SEMANTIC,133,0.000444,0.492840,-0.000225,2,0,False
artifacts,126,0.000492,AC15P,315,0.001003,0.490981,-0.000510,2,0,False
alignment,56,0.000219,AC15P,140,0.000446,0.490981,-0.000227,4,0,False
artifact,42,0.000164,AC15P,105,0.000334,0.490981,-0.000170,1,0,False
coordination,42,0.000164,AC15P,105,0.000334,0.490981,-0.000170,1,0,False
affection,28,0.000109,AC15P,70,0.000223,0.490981,-0.000113,1,0,True
punishment,28,0.000109,AC15P,70,0.000223,0.490981,-0.000113,1,0,False
consult,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,2,0,False
cpi,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,1,0,False
drafts,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,1,0,False
habits,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,1,0,False
hub,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,1,0,False
leaving,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,2,0,False
purchase,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,2,0,False
representative,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,1,0,False
resources,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,1,0,False
weigh,14,0.000055,AC15P,35,0.000111,0.490981,-0.000057,1,0,False
convert,49,0.000191,AC15,119,0.000390,0.490443,-0.000199,3,0,False
sla,161,0.000629,AC15,392,0.001286,0.489192,-0.000657,2,0,False
linked,35,0.000137,HYBRID_SEMANTIC,84,0.000280,0.487706,-0.000144,1,0,False
class,63,0.000246,AC15,154,0.000505,0.487258,-0.000259,3,0,False
clauses,63,0.000246,AC15,154,0.000505,0.487258,-0.000259,2,0,False
proven,63,0.000246,AC15,154,0.000505,0.487258,-0.000259,3,0,False
shielding,84,0.000328,HYBRID_SEMANTIC,203,0.000678,0.484342,-0.000349,1,0,True
q1,13,0.000051,AC15,32,0.000105,0.483875,-0.000054,1,0,False
steps,91,0.000356,AC15P,231,0.000735,0.483542,-0.000380,3,0,False
exclusions,105,0.000410,AC15,259,0.000850,0.482869,-0.000439,2,0,False
procurement,119,0.000465,AC15,294,0.000965,0.482102,-0.000500,2,0,True
buffer,49,0.000191,HYBRID_SEMANTIC,119,0.000397,0.481968,-0.000206,2,0,False
exploration,49,0.000191,HYBRID_SEMANTIC,119,0.000397,0.481968,-0.000206,1,0,False
prs,63,0.000246,AC15P,161,0.000513,0.480307,-0.000266,1,0,False
including,63,0.000246,HYBRID_SEMANTIC,154,0.000514,0.478839,-0.000268,3,0,False
broad,42,0.000164,HYBRID_3_5,98,0.000344,0.477637,-0.000179,1,0,False
typically,42,0.000164,HYBRID_3_5,98,0.000344,0.477637,-0.000179,3,0,False
evaluation,21,0.000082,HYBRID_3_5,49,0.000172,0.477637,-0.000090,2,0,False
rapid,21,0.000082,HYBRID_3_5,49,0.000172,0.477637,-0.000090,2,0,False
readable,21,0.000082,HYBRID_3_5,49,0.000172,0.477637,-0.000090,1,0,False
testable,21,0.000082,HYBRID_3_5,49,0.000172,0.477637,-0.000090,2,0,False
timestamp,21,0.000082,HYBRID_3_5,49,0.000172,0.477637,-0.000090,1,0,False
feels,77,0.000301,HYBRID_SEMANTIC,189,0.000631,0.476868,-0.000330,2,0,False
upgrades,42,0.000164,AC15,105,0.000344,0.476430,-0.000180,2,0,False
citizenship,28,0.000109,AC15,70,0.000230,0.476430,-0.000120,1,0,True
invariants,28,0.000109,AC15,70,0.000230,0.476430,-0.000120,1,0,False
suggests,28,0.000109,AC15,70,0.000230,0.476430,-0.000120,3,0,False
curiosity,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,1,0,False
demanding,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,2,0,False
intentions,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,1,0,False
lender,14,0.000055,AC15,35,0.000115,0.476430,-0.000060,1,0,False
sites,70,0.000274,AC15P,182,0.000579,0.472097,-0.000306,1,0,False
allowed,35,0.000137,AC15P,91,0.000290,0.472097,-0.000153,4,0,False
private,35,0.000137,AC15P,91,0.000290,0.472097,-0.000153,1,0,False
top,56,0.000219,HYBRID_3_5,133,0.000466,0.469257,-0.000248,4,0,False
wants,70,0.000274,HYBRID_SEMANTIC,175,0.000584,0.468198,-0.000311,3,0,False
parts,56,0.000219,HYBRID_SEMANTIC,140,0.000467,0.468198,-0.000249,2,0,False
credibly,42,0.000164,HYBRID_SEMANTIC,105,0.000351,0.468198,-0.000186,2,0,False
damage,42,0.000164,HYBRID_SEMANTIC,105,0.000351,0.468198,-0.000186,2,0,False
talks,42,0.000164,HYBRID_SEMANTIC,105,0.000351,0.468198,-0.000186,1,0,False
detect,28,0.000109,HYBRID_SEMANTIC,70,0.000234,0.468198,-0.000124,2,0,False
resignations,28,0.000109,HYBRID_SEMANTIC,70,0.000234,0.468198,-0.000124,1,0,False
spare,28,0.000109,HYBRID_SEMANTIC,70,0.000234,0.468198,-0.000124,2,0,False
abroad,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,1,0,False
accurate,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,0,False
cabinet,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,1,0,False
difference,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,0,False
engagement,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,1,0,False
factor,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,0,False
instruction,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,1,0,False
marked,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,1,0,False
migration,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,2,0,False
moment,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,1,0,False
rolls,14,0.000055,HYBRID_SEMANTIC,35,0.000117,0.468198,-0.000062,1,0,False
b,476,0.001860,AC15P,1253,0.003989,0.466295,-0.002129,4,0,True
mission,63,0.000246,AC15,161,0.000528,0.466073,-0.000282,2,0,False
tests,112,0.000438,AC15,287,0.000942,0.464810,-0.000504,3,0,False
complexity,70,0.000274,HYBRID_3_5,168,0.000589,0.464369,-0.000316,2,0,False
minimum,63,0.000246,AC15P,168,0.000535,0.460294,-0.000289,4,0,False
clarify,42,0.000164,AC15P,112,0.000357,0.460294,-0.000192,2,0,False
clearance,21,0.000082,AC15P,56,0.000178,0.460294,-0.000096,1,0,False
clears,21,0.000082,AC15P,56,0.000178,0.460294,-0.000096,1,0,False
improvements,21,0.000082,AC15P,56,0.000178,0.460294,-0.000096,1,0,False
launching,21,0.000082,AC15P,56,0.000178,0.460294,-0.000096,1,0,False
openness,21,0.000082,AC15P,56,0.000178,0.460294,-0.000096,2,0,False
focused,35,0.000137,AC15,91,0.000299,0.458106,-0.000162,3,0,False
kind,35,0.000137,AC15,91,0.000299,0.458106,-0.000162,2,0,False
hours,133,0.000520,AC15,350,0.001148,0.452609,-0.000629,4,0,False
confirmed,77,0.000301,AC15,203,0.000666,0.451787,-0.000365,2,0,False
safer,35,0.000137,HYBRID_SEMANTIC,91,0.000304,0.450190,-0.000167,2,0,False
versioned,42,0.000164,AC15,112,0.000367,0.446653,-0.000203,1,0,False
feasible,56,0.000219,AC15P,154,0.000490,0.446346,-0.000271,3,0,False
estimate,28,0.000109,AC15P,77,0.000245,0.446346,-0.000136,2,0,False
silently,28,0.000109,AC15P,77,0.000245,0.446346,-0.000136,1,0,False
capability,70,0.000274,HYBRID_3_5,175,0.000614,0.445794,-0.000340,2,0,False
patch,56,0.000219,HYBRID_3_5,140,0.000491,0.445794,-0.000272,2,0,True
capture,28,0.000109,HYBRID_3_5,70,0.000245,0.445794,-0.000136,3,0,False
accepts,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,2,0,False
bugs,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,2,0,False
commercially,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,1,0,False
declared,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,1,0,False
gnss,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,1,0,False
pad,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,1,0,False
party,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,1,0,False
reports,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,1,0,False
showstopper,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,1,0,False
stakes,14,0.000055,HYBRID_3_5,35,0.000123,0.445794,-0.000068,2,0,False
scenarios,77,0.000301,HYBRID_SEMANTIC,203,0.000678,0.443981,-0.000377,4,0,False
failures,42,0.000164,HYBRID_SEMANTIC,112,0.000374,0.438935,-0.000210,3,0,False
resentment,42,0.000164,HYBRID_SEMANTIC,112,0.000374,0.438935,-0.000210,1,0,False
training,42,0.000164,HYBRID_SEMANTIC,112,0.000374,0.438935,-0.000210,2,0,False
job,21,0.000082,HYBRID_SEMANTIC,56,0.000187,0.438935,-0.000105,3,0,False
trusted,21,0.000082,HYBRID_SEMANTIC,56,0.000187,0.438935,-0.000105,2,0,False
calls,35,0.000137,AC15P,98,0.000312,0.438376,-0.000175,2,0,False
y,35,0.000137,AC15P,98,0.000312,0.438376,-0.000175,2,0,False
assistant,77,0.000301,HYBRID_3_5,196,0.000687,0.437834,-0.000386,1,0,False
fees,98,0.000383,HYBRID_3_5,252,0.000884,0.433411,-0.000501,1,0,True
red,42,0.000164,AC15P,119,0.000379,0.433218,-0.000215,2,0,False
volatility,42,0.000164,AC15P,119,0.000379,0.433218,-0.000215,1,0,False
frequency,28,0.000109,AC15,77,0.000253,0.433118,-0.000143,3,0,False
quietly,28,0.000109,AC15,77,0.000253,0.433118,-0.000143,1,0,False
reputational,28,0.000109,AC15,77,0.000253,0.433118,-0.000143,1,0,False
tools,28,0.000109,AC15,77,0.000253,0.433118,-0.000143,2,0,False
exact,84,0.000328,HYBRID_3_5,217,0.000761,0.431414,-0.000433,4,0,False
limited,84,0.000328,HYBRID_3_5,217,0.000761,0.431414,-0.000433,3,0,False
unknown,35,0.000137,HYBRID_3_5,91,0.000319,0.428648,-0.000182,3,0,False
flight,70,0.000274,AC15,196,0.000643,0.425384,-0.000369,1,0,True
disruption,35,0.000137,AC15,98,0.000322,0.425384,-0.000185,1,0,False
switching,35,0.000137,AC15,98,0.000322,0.425384,-0.000185,3,0,False
rules,77,0.000301,AC15P,224,0.000713,0.421937,-0.000412,3,0,False
reframe,14,0.000055,HYBRID_3_5,37,0.000130,0.421697,-0.000075,2,0,False
envelope,238,0.000930,HYBRID_3_5,630,0.002209,0.421028,-0.001279,1,0,False
network,42,0.000164,AC15,119,0.000390,0.420380,-0.000226,2,0,False
respectful,35,0.000137,HYBRID_SEMANTIC,98,0.000327,0.418034,-0.000190,1,0,False
opaque,42,0.000164,HYBRID_3_5,112,0.000393,0.417932,-0.000229,1,0,False
runway,42,0.000164,HYBRID_3_5,112,0.000393,0.417932,-0.000229,1,0,False
approx,21,0.000082,HYBRID_3_5,56,0.000196,0.417932,-0.000114,1,0,False
capital,21,0.000082,HYBRID_3_5,56,0.000196,0.417932,-0.000114,2,0,False
confident,21,0.000082,HYBRID_3_5,56,0.000196,0.417932,-0.000114,2,0,False
covers,21,0.000082,HYBRID_3_5,56,0.000196,0.417932,-0.000114,2,0,False
doctors,21,0.000082,HYBRID_3_5,56,0.000196,0.417932,-0.000114,1,0,False
picture,21,0.000082,HYBRID_3_5,56,0.000196,0.417932,-0.000114,2,0,False
stakeholder,21,0.000082,HYBRID_3_5,56,0.000196,0.417932,-0.000114,1,0,False
trapped,21,0.000082,HYBRID_3_5,56,0.000196,0.417932,-0.000114,2,0,False
deep,42,0.000164,HYBRID_SEMANTIC,119,0.000397,0.413116,-0.000233,2,0,False
pass,42,0.000164,HYBRID_SEMANTIC,119,0.000397,0.413116,-0.000233,3,0,False
reckless,42,0.000164,HYBRID_SEMANTIC,119,0.000397,0.413116,-0.000233,1,0,False
split,42,0.000164,HYBRID_SEMANTIC,119,0.000397,0.413116,-0.000233,3,0,False
