scenario,level,system,first_class_group,parent,layer,rows,sum_count,system_total_rows
S7,quadgrams,CONTROL,smoothing,smoothing,B,0,0,112
S7,quadgrams,CONTROL,hedging,hedging,B,5,10,112
S7,quadgrams,CONTROL,warning,warning,B,1,2,112
S7,quadgrams,CONTROL,conditions,conditions,B,3,6,112
S7,quadgrams,CONTROL,autonomy_sovereignty,autonomy_sovereignty,B,1,2,112
S7,quadgrams,AC15,truth.plain_statement,truth,A,2,4,154
S7,quadgrams,AC15,truth.verification,truth,A,0,0,154
S7,quadgrams,AC15,truth.uncertainty_marking,truth,A,0,0,154
S7,quadgrams,AC15,truth.fact_vs_interpretation,truth,A,0,0,154
S7,quadgrams,AC15,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,10,20,154
S7,quadgrams,AC15,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,1,2,154
S7,quadgrams,AC15,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,154
S7,quadgrams,AC15,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,3,6,154
S7,quadgrams,AC15,temporal_projection.decay_and_currency,temporal_projection,A,2,4,154
S7,quadgrams,AC15,temporal_projection.time_horizons,temporal_projection,A,6,13,154
S7,quadgrams,AC15,temporal_projection.past_present_future,temporal_projection,A,0,0,154
S7,quadgrams,AC15,temporal_projection.change_and_rate,temporal_projection,A,1,2,154
S7,quadgrams,AC15,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,154
S7,quadgrams,AC15,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,154
S7,quadgrams,AC15,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,154
S7,quadgrams,AC15,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,1,2,154
S7,quadgrams,AC15,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,154
S7,quadgrams,AC15,surfacing.friction_exposed,surfacing,B,0,0,154
S7,quadgrams,AC15,surfacing.hard_limit_refusal,surfacing,B,0,0,154
S7,quadgrams,AC15,surfacing.confrontation,surfacing,B,1,2,154
S7,quadgrams,AC15,surfacing.tension_exposure,surfacing,B,0,0,154
S7,quadgrams,AC15,smoothing,smoothing,B,8,17,154
S7,quadgrams,AC15,hedging,hedging,B,5,10,154
S7,quadgrams,AC15,warning,warning,B,4,8,154
S7,quadgrams,AC15,conditions,conditions,B,2,4,154
S7,quadgrams,AC15,autonomy_sovereignty,autonomy_sovereignty,B,1,2,154
S7,quadgrams,AC15P,truth.plain_statement,truth,A,2,4,178
S7,quadgrams,AC15P,truth.verification,truth,A,0,0,178
S7,quadgrams,AC15P,truth.uncertainty_marking,truth,A,0,0,178
S7,quadgrams,AC15P,truth.fact_vs_interpretation,truth,A,0,0,178
S7,quadgrams,AC15P,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,11,25,178
S7,quadgrams,AC15P,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,0,0,178
S7,quadgrams,AC15P,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,178
S7,quadgrams,AC15P,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,1,2,178
S7,quadgrams,AC15P,temporal_projection.decay_and_currency,temporal_projection,A,1,2,178
S7,quadgrams,AC15P,temporal_projection.time_horizons,temporal_projection,A,4,9,178
S7,quadgrams,AC15P,temporal_projection.past_present_future,temporal_projection,A,0,0,178
S7,quadgrams,AC15P,temporal_projection.change_and_rate,temporal_projection,A,6,12,178
S7,quadgrams,AC15P,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,178
S7,quadgrams,AC15P,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,178
S7,quadgrams,AC15P,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,178
S7,quadgrams,AC15P,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,2,4,178
S7,quadgrams,AC15P,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,178
S7,quadgrams,AC15P,surfacing.friction_exposed,surfacing,B,0,0,178
S7,quadgrams,AC15P,surfacing.hard_limit_refusal,surfacing,B,3,6,178
S7,quadgrams,AC15P,surfacing.confrontation,surfacing,B,4,8,178
S7,quadgrams,AC15P,surfacing.tension_exposure,surfacing,B,0,0,178
S7,quadgrams,AC15P,smoothing,smoothing,B,0,0,178
S7,quadgrams,AC15P,hedging,hedging,B,9,24,178
S7,quadgrams,AC15P,warning,warning,B,1,2,178
S7,quadgrams,AC15P,conditions,conditions,B,5,12,178
S7,quadgrams,AC15P,autonomy_sovereignty,autonomy_sovereignty,B,0,0,178
S7,quadgrams,HYBRID_3_5,truth.plain_statement,truth,A,0,0,119
S7,quadgrams,HYBRID_3_5,truth.verification,truth,A,1,2,119
S7,quadgrams,HYBRID_3_5,truth.uncertainty_marking,truth,A,0,0,119
S7,quadgrams,HYBRID_3_5,truth.fact_vs_interpretation,truth,A,0,0,119
S7,quadgrams,HYBRID_3_5,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,4,8,119
S7,quadgrams,HYBRID_3_5,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,0,0,119
S7,quadgrams,HYBRID_3_5,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,119
S7,quadgrams,HYBRID_3_5,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,0,0,119
S7,quadgrams,HYBRID_3_5,temporal_projection.decay_and_currency,temporal_projection,A,0,0,119
S7,quadgrams,HYBRID_3_5,temporal_projection.time_horizons,temporal_projection,A,3,6,119
S7,quadgrams,HYBRID_3_5,temporal_projection.past_present_future,temporal_projection,A,0,0,119
S7,quadgrams,HYBRID_3_5,temporal_projection.change_and_rate,temporal_projection,A,3,6,119
S7,quadgrams,HYBRID_3_5,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,119
S7,quadgrams,HYBRID_3_5,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,0,0,119
S7,quadgrams,HYBRID_3_5,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,119
S7,quadgrams,HYBRID_3_5,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,0,0,119
S7,quadgrams,HYBRID_3_5,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,119
S7,quadgrams,HYBRID_3_5,surfacing.friction_exposed,surfacing,B,2,4,119
S7,quadgrams,HYBRID_3_5,surfacing.hard_limit_refusal,surfacing,B,1,2,119
S7,quadgrams,HYBRID_3_5,surfacing.confrontation,surfacing,B,0,0,119
S7,quadgrams,HYBRID_3_5,surfacing.tension_exposure,surfacing,B,0,0,119
S7,quadgrams,HYBRID_3_5,smoothing,smoothing,B,0,0,119
S7,quadgrams,HYBRID_3_5,hedging,hedging,B,9,26,119
S7,quadgrams,HYBRID_3_5,warning,warning,B,7,14,119
S7,quadgrams,HYBRID_3_5,conditions,conditions,B,0,0,119
S7,quadgrams,HYBRID_3_5,autonomy_sovereignty,autonomy_sovereignty,B,2,4,119
S7,quadgrams,HYBRID_SEMANTIC,truth.plain_statement,truth,A,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,truth.verification,truth,A,5,10,137
S7,quadgrams,HYBRID_SEMANTIC,truth.uncertainty_marking,truth,A,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,truth.fact_vs_interpretation,truth,A,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.action_and_execution,practical_considerations_and_execution,A,6,12,137
S7,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.constraints_and_tradeoffs,practical_considerations_and_execution,A,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.friction_and_blockers,practical_considerations_and_execution,A,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,practical_considerations_and_execution.resources_timing_conditions,practical_considerations_and_execution,A,6,12,137
S7,quadgrams,HYBRID_SEMANTIC,temporal_projection.decay_and_currency,temporal_projection,A,1,2,137
S7,quadgrams,HYBRID_SEMANTIC,temporal_projection.time_horizons,temporal_projection,A,2,4,137
S7,quadgrams,HYBRID_SEMANTIC,temporal_projection.past_present_future,temporal_projection,A,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,temporal_projection.change_and_rate,temporal_projection,A,1,2,137
S7,quadgrams,HYBRID_SEMANTIC,temporal_projection.robustness_and_resilience,temporal_projection,A,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.exploration_within_bounds,imagination_and_possibility,A,3,6,137
S7,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.speculative_boundary_marking,imagination_and_possibility,A,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.tension_as_fuel,imagination_and_possibility,A,2,4,137
S7,quadgrams,HYBRID_SEMANTIC,imagination_and_possibility.path_toward_feasibility,imagination_and_possibility,A,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,surfacing.friction_exposed,surfacing,B,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,surfacing.hard_limit_refusal,surfacing,B,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,surfacing.confrontation,surfacing,B,6,12,137
S7,quadgrams,HYBRID_SEMANTIC,surfacing.tension_exposure,surfacing,B,1,2,137
S7,quadgrams,HYBRID_SEMANTIC,smoothing,smoothing,B,0,0,137
S7,quadgrams,HYBRID_SEMANTIC,hedging,hedging,B,1,8,137
S7,quadgrams,HYBRID_SEMANTIC,warning,warning,B,2,4,137
S7,quadgrams,HYBRID_SEMANTIC,conditions,conditions,B,11,23,137
S7,quadgrams,HYBRID_SEMANTIC,autonomy_sovereignty,autonomy_sovereignty,B,0,0,137
